ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
155	112	10	8	br	Niedergandern	Göttingen	Hannover	j	j	j	j	NA	not detected	Niedergandern	Friedland	99999	99999	not detected	NANA	565200.36	5694063.11	f
657	126	34	16	c	Dörmbach	Fulda	Hessen-Nassau	j	NA	NA	NA	NA	detected			565288.18114843	5601580.70074789	detected		565288.1811	5601580701	
624	126	28	8	b	Ketten	Eisenach	Thüringen	j	j	j	j	NA	detected			565710.199121766	5610860.94362051	detected		565710.1991	5610860944	
156	112	10	14	co	Hohengandern	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			565767.280334525	5691906.85407871	detected		565767.2803	5691906854	
658	126	34	18	b	Dietges	Fulda	Hessen-Nassau	j	NA	NA	NA	NA	detected			565937.32085246	5597829.91776021	detected		565937.3209	5597829918	
120	112	4	14	co	Ballenhausen	Göttingen	Hannover	j	j	j	j	NA	detected			565971.178519603	5700885.50184001	detected		565971.1785	5700885502	
1025	140	4	13	dr	Sandberg	Fulda	Hessen-Nassau	NA	NA	j	j	NA	detected			566830.811249628	5589978.70906046	detected		566830.8112	5589978709	
153	112	10	4	bd	Reiffenhausen	Göttingen	Hannover	j	j	j	j	NA	detected			567361.97105186	5695553.65596452	detected		567361.9711	5695553656	
206	112	22	9	d	Wellingerode	Eschwege	Hessen-Nassau	j	j	j	NA	NA	detected			567518.69022618	5674678.6683101	detected		567518.6902	5674678668	
229	112	28	14	br	Hoheneiche	Eschwege	Hessen-Nassau	j	j	j	j	NA	detected			568162.389759141	5664576.98520583	detected		568162.3898	5664576985	
525	126	4	4	d	Süß	Rotenburg	Hessen-Nassau	NA	NA	j	j	NA	not detected	Süß	Nentershausen	99999	99999	not detected	NANA	568242.44	5649008.27	f
185	112	16	14	br	Wahlhausen	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Wahlhausen	Eichsfeld	99999	99999	not detected	NANA	568268.53	5682967.52	f
115	112	4	4	dr	Diemarden	Göttingen	Hannover	j	j	j	j	NA	detected			568435.852949063	5704666.47314335	detected		568435.8529	5704666473	
157	112	10	25	c	Gerbershausen	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			568530.836747047	5687761.07580478	detected		568530.8367	5687761076	
622	126	28	4	bu	Neuswarts	Fulda	Hessen-Nassau	NA	j	NA	j	NA	detected			568574.68211196	5612432.39934124	detected		568574.6821	5612432399	
572	126	16	5	cl	Unterbreizbach	Eisenach	Thüringen	j	j	j	j	NA	detected			568951.592528866	5629898.09704967	detected		568951.5925	5629898097	
208	112	22	20	c	Eltmannshausen	Eschwege	Hessen-Nassau	NA	j	j	j	NA	detected			569163.343927593	5670807.71863097	detected		569163.3439	5670807719	
626	126	28	25	al	Neuschwambach	Fulda	Hessen-Nassau	NA	j	j	j	NA	detected			569412.460079056	5605214.59636474	detected		569412.4601	5605214596	
130	112	5	21	a	Lichtenhagen	Göttingen	Hannover	j	j	j	j	NA	detected			569811.887519046	5698000.28182564	detected		569811.8875	5698000282	
254	112	35	1	cl	Breitau	Rotenburg	Hessen-Nassau	NA	NA	NA	j	NA	detected			570046.878234216	5657739.8409274	detected		570046.8782	5657739841	
597	126	22	15	cu	Kranlucken	Eisenach	Thüringen	j	j	j	j	NA	detected			570065.810675307	5616689.40622134	detected		570065.8107	5616689406	
576	126	17	11	al	Sünna	Eisenach	Thüringen	j	j	j	j	NA	detected			570359.781545833	5627358.94627109	detected		570359.7815	5627358946	
552	126	11	21	au	Philippsthal	Hersfeld	Hessen-Nassau	j	j	j	j	NA	not detected	Philippsthal	Hersfeld-Rotenburg	99999	99999	not detected	NANA	570417.59	5632708.71	f
659	126	35	1	cl	Hilders	Fulda	Hessen-Nassau	j	j	NA	j	NA	detected			570925.943083155	5602699.18105156	detected		570925.9431	5602699181	
256	112	35	11	ab	Ulfen	Rotenburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			571084.800636033	5655140.31044421	detected		571084.8006	5655140.31	
663	126	35	21	c	Wüstensachsen	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			571245.553426962	5594785.21058903	detected		571245.5534	5594785211	
550	126	11	1	a	Widdershausen	Hersfeld	Hessen-Nassau	j	j	j	j	NA	detected			571299.321063014	5640050.60498838	detected		571299.3211	5640050605	
531	126	5	21	ar	Dankmarshausen	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			571308.334578075	5641952.58439462	detected		571308.3346	5641952584	
230	112	29	11	d	Datterode	Eschwege	Hessen-Nassau	NA	NA	j	j	NA	detected			571619.761361021	5663567.28676958	detected		571619.7614	5663567287	
189	112	17	16	bo	Asbach	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		571705.3046	5681475776	found
601	126	23	11	cd	Zitters	Eisenach	Thüringen	j	j	j	j	NA	not detected	Zitters	Schleid	99999	99999	not detected	NANA	571774.57	5616970.18	f
660	126	35	11	au	Thaiden	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			571903.544918181	5599576.27363583	detected		571903.5449	5599576274	
630	126	29	11	ab	Wendershausen	Fulda	Hessen-Nassau	NA	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		571912.7556	5609240841	found
575	126	17	1	b	Vacha	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			571938.810838052	5630928.3545625	detected		571938.8108	5630928355	
529	126	5	17	ao	Obersuhl	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			572288.475409193	5644757.78781451	detected		572288.4754	5644757788	
128	112	5	12	cu	Bremke	Göttingen	Hannover	j	j	j	j	NA	detected			572408.202420232	5700250.01264235	detected		572408.2024	5700250013	
599	126	23	1	do	Otzbach	Eisenach	Thüringen	j	j	j	j	NA	not detected	Otzbach	Geisa	99999	99999	not detected	NANA	572480.07	5621395.11	f
232	112	29	22	cu	Grandenborn	Eschwege	Hessen-Nassau	NA	j	NA	NA	NA	detected			572670.788240162	5659522.33305688	detected		572670.7882	5659522333	
635	126	29	21	bu	Simmershausen	Fulda	Hessen-Nassau	NA	j	NA	NA	NA	multiple entires detected			999	999	multiple entires detected		572955.0221	5604995735	found
123	112	5	2	cr	Benniehausen	Göttingen	Hannover	j	j	j	j	NA	not detected	Benniehausen	Gleichen	99999	99999	not detected	NANA	572996.6	5704579.44	f
158	112	11	2	cr	Schachtebich	Heiligenstadt	Pr. Sachsen	j	j	NA	NA	NA	detected			573047.229228336	5694942.31890838	detected		573047.2292	5694942319	
125	112	5	7	ar	Gelliehausen	Göttingen	Hannover	j	j	j	j	NA	detected			573059.474112593	5703295.93457199	detected		573059.4741	5703295935	
532	126	5	22	c	Dippach	Eisenach	Thüringen	j	j	j	j	NA	detected			573269.518809183	5641457.18140095	detected		573269.5188	5641457181	
602	126	23	22	cl	Theobaldshof	Fulda	Hessen-Nassau	NA	j	j	j	NA	detected			573351.482431651	5613587.05502802	detected		573351.4824	5613587055	
209	112	23	2	bu	Hitzelrode	Eschwege	Hessen-Nassau	j	j	j	NA	NA	detected			573698.751450718	5677221.80883413	detected		573698.7515	5677221809	
187	112	17	2	d	Wüstheuterode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			573822.001446645	5686099.58869056	detected		573822.0014	5686099589	
661	126	35	17	a	Birx	Meiningen	Thüringen	j	j	j	j	NA	detected			574221.790839775	5598007.01660555	detected		574221.7908	5598007017	
161	112	11	12	bo	Steinheuterode	Heiligenstadt	Pr. Sachsen	j	j	NA	j	NA	detected			574367.487402325	5692670.0521968	detected		574367.4874	5692670052	
164	112	11	18	al	Uder	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Uder	Eichsfeld	99999	99999	not detected	NANA	574798.59	5690703.65	f
631	126	29	17	b	Unterweid	Eisenach	Thüringen	j	j	j	j	NA	detected			575092.252834615	5607027.75378573	detected		575092.2528	5607027754	
600	126	23	2	b	Oechsen	Eisenach	Thüringen	j	j	j	j	NA	not detected	Oechsen	Dermbach	99999	99999	not detected	NANA	575142.42	5621948.57	f
210	112	23	8	a	Kella	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			575443.955653626	5675812.34401211	detected		575443.9557	5675812344	
530	126	5	17	do	Berka	Eisenach	Thüringen	NA	NA	NA	j	NA	not detected	Berka	Werra-Suhl-Tal	99999	99999	not detected	NANA	575465.41	5643822.91	f
124	112	5	3	co	Wöllmarshausen	Göttingen	Hannover	j	j	NA	j	NA	detected			575496.734442267	5704755.315914	detected		575496.7344	5704755316	
159	112	11	3	ao	Streitholz	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Streitholz	Hohes Kreuz	99999	99999	not detected	NANA	575875.64	5696494.94	f
162	112	11	13	bl	Rengelrode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Rengelrode	Heilbad Heiligenstadt	99999	99999	not detected	NANA	576060.36	5692611.07	f
257	112	35	13	ar	Holzhausen	Eschwege	Hessen-Nassau	NA	j	j	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	576255.0688	5654958243	found
160	112	11	3	du	Mengelrode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Mengelrode	Hohes Kreuz	99999	99999	not detected	NANA	576548.27	5694903.92	f
190	112	17	23	du	Pfaffschwende	Heiligenstadt	Pr. Sachsen	j	NA	j	j	NA	detected			576556.318827021	5678020.02760775	detected		576556.3188	5678020028	
126	112	5	8	bo	Rittmarshausen	Göttingen	Hannover	NA	NA	j	NA	NA	detected			576598.295476131	5704004.28364983	detected		576598.2955	5704004284	
127	112	5	8	do	Kerstlingerode	Göttingen	Hannover	j	j	j	j	NA	detected			576904.898627932	5703018.93208384	detected		576904.8986	5703018932	
259	112	35	23	dr	Sallmannshausen	Eisenach	Thüringen	j	NA	NA	NA	NA	detected			577485.129502302	5650549.79983134	detected		577485.1295	5650549.8	
165	112	11	24	cu	Lutter	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			577761.272827986	5687381.51691008	detected		577761.2728	5687381517	
258	112	35	19	al	Nesselröden	Eschwege	Hessen-Nassau	NA	NA	NA	j	NA	detected			999	999	not an unique name	prev. not unique	577857.8968	5653291531	found
231	112	29	14	au	Weißenborn	Eschwege	Hessen-Nassau	j	j	j	j	NA	not detected	Weißenborn	Werra-Meißner	99999	99999	not detected	NANA	578084.85	5664323.99	f
192	112	17	24	c	Sickerode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			578238.652768358	5678479.22084318	detected		578238.6528	5678479221	
129	112	5	19	da	Weißenborn	Göttingen	Hannover	j	j	j	j	NA	not detected	Weißenborn	Gleichen	99999	99999	not detected	NANA	578360.92	5699388.34	f
191	112	17	24	ab	Lehna	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Lehna	Schimberg	99999	99999	not detected	NANA	578621.08	5679770.32	f
213	112	23	24	ar	Aue	Eschwege	Hessen-Nassau	j	j	j	j	NA	detected			578705.998671813	5670299.88857398	detected		578705.9987	5670299889	
629	126	29	9	a	Klings	Eisenach	Thüringen	j	j	j	j	NA	not detected	Klings	Kaltennordheim	99999	99999	not detected	NANA	578761.53	5611414.22	f
163	112	11	14	b	Heilbad Heiligenstadt	Heiligenstadt	Pr. Sachsen	j	j	NA	NA	NA	not detected	Heiligenstadt		579105.738106432	5692351.99042763	detected		579105.7381	5692351.99	
188	112	17	4	d	Kalteneber	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			579295.746625028	5685936.82871927	detected		579295.7466	5685936829	
255	112	35	4	bu	Lüderbach	Eschwege	Hessen-Nassau	j	j	j	j	NA	detected			579424.950594898	5658576.3909073	detected		579424.9506	5658576391	
577	126	17	14	du	Stadtlengsfeld	Eisenach	Thüringen	j	NA	NA	j	NA	detected			579574.630172901	5626345.93975278	detected		579574.6302	5626345.94	
664	126	35	24	dl	Hausen	BA. Mellrichststadt	RegBez. Unterfranken (Bayern)	NA	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	580009.9591	5595444933	found
636	126	29	24	du	Reichenhausen	Eisenach	Thüringen	j	j	j	j	NA	detected			580048.82245731	5604064.81659458	detected		580048.8225	5604064817	
633	126	29	19	do	Mittelsdorf	Eisenach	Thüringen	j	NA	NA	NA	NA	detected			580064.052840895	5606778.76115657	detected		580064.0528	5606778761	
211	112	23	9	br	Großtöpfer	Heiligenstadt	Pr. Sachsen	j	j	NA	NA	NA	not detected	Großtöpfer	Eichsfeld	99999	99999	not detected	NANA	580071.63	5675812.75	f
551	126	11	14	b	Frauensee	Eisenach	Thüringen	j	j	j	j	NA	detected			580385.466234309	5636835.55221028	detected		580385.4662	5636835552	
212	112	23	15	ar	Bebendorf	Heiligenstadt	Pr. Sachsen	j	NA	NA	NA	NA	detected			580741.697413583	5674224.52116429	detected		580741.6974	5674224521	
139	112	6	21	cl	Günterode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			581189.940706867	5697423.64562356	detected		581189.9407	5697423646	
662	126	35	20	c	Fladungen	BA. Mellrichststadt	RegBez. Unterfranken (Bayern)	NA	j	j	j	NA	detected			581203.704402007	5597142.58312809	detected		581203.7044	5597142583	
527	126	5	5	a	Lauchröden	Eisenach	Thüringen	j	j	j	j	NA	detected			581259.586690188	5649740.15455598	detected		581259.5867	5649740155	
634	126	29	20	co	Kaltensundheim	Eisenach	Thüringen	j	j	j	j	NA	detected			581949.499445731	5606596.56325653	detected		581949.4994	5606596563	
235	112	30	6	c	Großburschla	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	not detected	Großburschla	Treffurt	99999	99999	not detected	NANA	582003.77	5665679.15	f
131	112	6	1	a	Nesselröden	Duderstadt	Hannover	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	582165.3203	5705492786	found (in Wenker: NesselrÃ¶den, distrct Osterode, was glaube quatsch ist) 
260	112	36	6	ao	Ifta	Eisenach	Thüringen	j	j	j	j	NA	detected			582300.534399637	5657976.3371339	detected		582300.5344	5657976337	
166	112	12	6	b	Bodenrode-Westhausen	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Bodenrode-Westhausen	Eichsfeld	99999	99999	not detected	NANA	582837.69	5694181.84	f
604	126	24	1	c	Urnshausen	Eisenach	Thüringen	j	j	j	j	NA	not detected	Urnshausen	Dermbach	99999	99999	not detected	NANA	582840.26	5620967.06	f
193	112	18	1	du	Flinsberg	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			582958.120091946	5685750.2133742	detected		582958.1201	5685750213	
138	112	6	21	bd	Reinholterode	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Rheinholterode		583154.667318011	5697633.30964707	detected		583154.6673	5697633.31	
537	126	6	11	cr	Oberellen	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			583184.506802457	5644832.26567305	detected		583184.5068	5644832266	
578	126	18	1	c	Kaiseroda	Eisenach	Thüringen	j	j	j	j	NA	not detected	Kaiseroda	Leimbach	99999	99999	not detected	NANA	583190.56	5630534.77	f
170	112	12	16	d	Geisleden	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	detected			583419.76840092	5689495.20089936	detected		583419.7684	5689495201	
533	126	6	1	b	Göringen	Eisenach	Thüringen	j	j	j	j	NA	detected			583601.320590868	5649910.93763739	detected		583601.3206	5649910938	
167	112	12	7	ao	Bodenrode	Worbis	Pr. Sachsen	j	NA	j	j	NA	not detected	Bodenrode	Bodenrode-Westhausen	99999	99999	not detected	NANA	584199.03	5694546.77	f
555	126	12	1	br	Marksuhl	Eisenach	Thüringen	j	j	j	j	NA	detected			584563.677470145	5640828.17110476	detected		584563.6775	5640828171	
195	112	18	22	cu	Großbartloff	Heiligenstadt	Pr. Sachsen	j	j	j	j	NA	not detected	Großbartloff	Eichsfeld	99999	99999	not detected	NANA	584677.48	5678345.58	f
216	112	24	12	cu	Hildebrandshausen	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	detected			584751.973630942	5672943.25031849	detected		584751.9736	5672943.25	
534	126	6	2	a	Neuenhof	Eisenach	Thüringen	j	j	j	j	NA	detected			585160.534730646	5650281.17790805	detected		585160.5347	5650281178	
238	112	30	17	cr	Schnellmannshausen	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	detected			585379.947702382	5662041.79620993	detected		585379.9477	5662041796	
132	112	6	2	do	Immingerode	Duderstadt	Hannover	j	j	j	j	NA	detected			585451.548141282	5704968.53884631	detected		585451.5481	5704968539	
236	112	30	7	dr	Treffurt	Mühlhausen	Pr. Sachsen	j	j	j	NA	NA	detected			586271.153136977	5665693.9196271	detected		586271.1531	5665693.92	
168	112	12	7	br	Wingerode	Worbis	Pr. Sachsen	j	j	j	j	NA	not detected	Wingerode	Eichsfeld	99999	99999	not detected	NANA	586325.61	5693914.95	f
639	126	30	17	d	Oberkatz	Meiningen	Thüringen	j	NA	NA	NA	NA	detected			586613.86840183	5606593.65100917	detected		586613.8684	5606593651	
582	126	18	12	d	Kaltenborn	Meiningen	Thüringen	j	j	j	j	NA	not detected	Kaltenborn	Bad Salzungen	99999	99999	not detected	NANA	586737.57	5626602.67	f
580	126	18	7	b	Bad Salzungen	Meiningen	Thüringen	j	j	j	j	NA	detected			586789.630354362	5629631.00733659	detected		586789.6304	5629631007	
538	126	6	17	d	Förtha	Eisenach	Thüringen	j	j	j	j	NA	detected			587009.043873429	5643860.6453713	detected		587009.0439	5643860645	
214	112	24	3	c	Effelder	Mühlhausen	Pr. Sachsen	j	NA	NA	NA	NA	detected			587028.389711346	5677163.73455017	detected		587028.3897	5677163735	
194	112	18	13	a	Wachstedt	Mühlhausen	Pr. Sachsen	NA	j	NA	NA	NA	detected			587157.291720243	5683128.1373705	detected		587157.2917	5683128137	
261	112	36	8	c	Creuzburg	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			587309.587659526	5656434.68423746	detected		587309.5877	5656434684	
240	112	30	23	c	Scherbda	Eisenach	Thüringen	j	j	j	j	NA	detected			587313.40851734	5660350.09635209	detected		587313.4085	5660350096	
233	112	30	3	a	Wendehausen	Mühlhausen	Pr. Sachsen	j	NA	NA	NA	NA	detected			587349.928590467	5668515.18668025	detected		587349.9286	5668515187	
637	126	30	3	al	Friedelshausen	Meiningen	Thüringen	j	j	j	j	NA	detected			587456.40247043	5612513.55254354	detected		587456.4025	5612513553	
171	112	12	23	ar	Kreuzebra	Heiligenstadt	Pr. Sachsen	j	j	j	NA	NA	detected			587581.978221261	5688463.62031773	detected		587581.9782	5688463.62	
133	112	6	3	bl	Gerblingerode	Duderstadt	Hannover	j	j	j	j	NA	not detected	Gerblingerode	Duderstadt	99999	99999	not detected	NANA	587832.16	5705505.49	f
665	126	36	23	c	Willmars	BA. Mellrichststadt	RegBez. Unterfranken (Bayern)	NA	j	j	j	NA	detected			587989.713796716	5595005.03845737	detected		587989.7138	5595005038	
607	126	24	13	a	Rosa	Meiningen	Thüringen	j	j	j	j	NA	detected			588259.372695969	5618555.37893978	detected		588259.3727	5618555379	
535	126	6	3	ad	Stedtfeld	Eisenach	Thüringen	j	j	j	j	NA	detected			588280.809273466	5649643.85899045	detected		588280.8093	5649643859	
558	126	12	13	ar	Kupfersuhl	Eisenach	Thüringen	j	j	j	j	NA	not detected	Kupfersuhl	Bad Salzungen	99999	99999	not detected	NANA	588315.97	5637161.54	f
559	126	12	18	ar	Möhra	Meiningen	Thüringen	j	j	j	j	NA	detected			588345.580693698	5635107.31291607	detected		588345.5807	5635107313	
237	112	30	13	du	Falken	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	detected			588671.044568257	5663688.00671565	detected		588671.0446	5663688007	
137	112	6	18	dr	Hundeshagen	Worbis	Pr. Sachsen	NA	NA	NA	j	NA	detected			588804.237859726	5699085.7756618	detected		588804.2379	5699085776	
556	126	12	3	bo	Eckardtshausen	Eisenach	Thüringen	j	j	j	j	NA	detected			588821.42588448	5641032.78707938	detected		588821.4259	5641032787	
239	112	30	23	br	Frankenroda	Eisenach	Thüringen	j	j	j	j	NA	detected			589274.287559563	5661195.67570194	detected		589274.2876	5661195676	
218	112	24	24	au	Diedorf	Mühlhausen	Pr. Sachsen	j	NA	NA	NA	NA	detected			589607.503512563	5670211.42709065	detected		589607.5035	5670211427	
583	126	18	14	au	Immelborn	Meiningen	Thüringen	j	j	j	j	NA	detected			590103.225319572	5627507.22735515	detected		590103.2253	5627507227	
263	112	36	19	c	Madelungen	Eisenach	Thüringen	j	j	j	j	NA	detected			590384.167541001	5652605.57731663	detected		590384.1675	5652605577	
560	126	12	24	ad	Gumpelstadt	Meiningen	Thüringen	j	j	NA	NA	NA	detected			590942.990742106	5632705.06456678	detected		590942.9907	5632705065	
215	112	24	9	do	Struth	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	not detected	Struth	Rodeberg	99999	99999	not detected	NANA	590959.9	5675423.83	f
135	112	6	9	dr	Tastungen	Worbis	Pr. Sachsen	j	j	j	j	NA	not detected	Tastungen	Eichsfeld	99999	99999	not detected	NANA	590983.2	5702674.86	f
134	112	6	5	cl	Wehnde	Worbis	Pr. Sachsen	j	j	j	j	NA	not detected	Wehnde	Eichsfeld	99999	99999	not detected	NANA	591104.68	5704176.04	f
606	126	24	9	bl	Helmers	Meiningen	Thüringen	j	NA	NA	NA	NA	detected			591327.52639294	5619987.3115237	detected		591327.5264	5619987312	
557	126	12	9	b	Etterwinden	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			591402.540781585	5639008.72803232	detected		591402.5408	5639008728	
608	126	24	14	d	Zillbach	Meiningen	Thüringen	j	j	NA	NA	NA	detected			591801.066322271	5617949.03588059	detected		591801.0663	5617949036	
640	126	30	24	b	Stepfershausen	Meiningen	Thüringen	j	j	j	j	NA	detected			592147.018624937	5605497.82457004	detected		592147.0186	5605497825	
234	112	30	5	ao	Heyerode	Mühlhausen	Pr. Sachsen	j	j	j	j	NA	detected			592377.130370401	5669003.48379446	detected		592377.1304	5669003484	
581	126	18	9	du	Barchfeld	Herrschaft Schmalkalden	Hessen-Nassau	NA	NA	NA	j	NA	detected			592432.215858787	5628560.20483461	detected		592432.2159	5628560205	
169	112	12	10	co	Leinefelde-Worbis	Worbis	Pr. Sachsen	j	j	j	j	NA	not detected	Leinefelde-Worbis	Eichsfeld	99999	99999	not detected	NANA	592545.2	5695942.32	f
536	126	6	10	ad	Eisenach	Eisenach	Thüringen	NA	NA	NA	j	NA	detected			593052.244833087	5647814.26092022	detected		593052.2448	5647814261	
584	126	18	25	ar	Breitungen/Werra	Meiningen	Thüringen	NA	j	j	j	NA	not detected	Breitungen	Schmalkalden-Meiningen	593971.588473139	5624105.19028848	detected		593971.5885	5624105.19	
