ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
33	111	10	17	d	Gembeck	der Twiste	Hessen-Nassau	j	j	j	j	NA	detected			492778.971396811	5689230.69062269	detected		492778.9714	5689230691	
1181	151	22	2	du	Ober-Kainsbach	Erbach	Hessen	j	NA	NA	NA	NA	not detected	Ober Kainsbach		492900.507186333	5507982.50462291	detected		492900.5072	5507982505	
355	125	10	22	bd	Stausebach	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			493071.63649697	5632070.5021243	detected		493071.6365	5632070502	
856	139	10	8	al	Bisses	Büdingen	Hessen	NA	j	NA	NA	NA	detected			493077.175296209	5582699.19408556	detected		493077.1753	5582699194	
497	125	34	7	bu	Ettingshausen	Gießen	Hessen	j	j	j	j	NA	detected			493256.830077593	5600868.04852639	detected		493256.8301	5600868049	
1285	111	16	7	br	Berndorf	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Berndorf	Twistetal	99999	99999	not detected	NANA	493336.31	5683937.39	f
902	139	16	18	ao	Engelthal	Büdingen	Hessen	j	j	j	NA	NA	detected			493410.702698683	5570834.65412914	detected		493410.7027	5570834654	
971	139	28	18	ao	Klein-Steinheim	Offenbach	Hessen	j	j	j	j	NA	not detected	Steinheim	Hanau	99999	99999	not detected	NANA	493428.86	5551296.38	f
10	111	4	2	br	Westheim	Büren	Westfalen	j	j	j	NA	NA	detected			493502.100849408	5704754.91908659	detected		493502.1008	5704754919	
1072	151	4	18	co	Hergershausen	Dieburg	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		493678.2637	5531952265	found
899	139	16	3	a	Staden	Friedberg	Hessen	j	j	NA	NA	NA	detected			493722.442527877	5575415.33192211	detected		493722.4425	5575415332	
1219	151	28	18	ao	Güttersbach	Erbach	Hessen	j	j	j	j	NA	not detected	Hüttersbach		493722.539434318	5495829.69736619	detected		493722.5394	5495829697	
53	111	22	13	al	Marienhagen	Frankenberg	Hessen-Nassau	j	j	j	j	NA	detected			493797.230812996	5673281.93690624	detected		493797.2308	5673281937	
1074	151	4	23	a	Harpertshausen	Dieburg	Hessen	j	j	j	j	NA	detected			493848.735334605	5530428.85405228	detected		493848.7353	5530428854	
353	125	10	13	ao	Rauschenberg	Marburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			494097.901377586	5636750.80898169	detected		494097.9014	5636750809	
823	139	4	23	a	Unter-Widdersheim	Büdingen	Hessen	j	j	j	j	NA	not detected	Unter-Widdersheim	Nidda	99999	99999	not detected	NANA	494142.22	5586385.5	f
380	125	16	23	ao	Mardorf	Marburg	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		494181.7652	5623651294	found
31	111	10	8	ao	Canstein	Brilon	Westfalen	j	j	j	j	NA	not detected	Kanstein		494288.60217682	5694177.67318404	detected		494288.6022	5694177673	
498	125	34	8	c	Münster	Gießen	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	494289.9206	5599899425	found
376	125	16	3	c	Kirchhain	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			494428.244135857	5629911.58004959	detected		494428.2441	5629911.58	
327	125	4	3	c	Lehnhausen	Frankenberg	Hessen-Nassau	j	j	j	j	NA	detected			494441.039200703	5648404.4666621	detected		494441.0392	5648404467	
458	125	28	23	ar	Göbelnrod	Gießen	Hessen	j	j	j	j	NA	detected			494472.511635336	5605103.18939396	detected		494472.5116	5605103189	
821	139	4	18	ad	Steinheim	Gießen	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		494546.6181	5587801.22	found
1098	151	10	8	dl	Richen	Dieburg	Hessen	j	j	j	j	NA	detected			494569.191065207	5525980.76326203	detected		494569.1911	5525980763	
1188	151	22	23	bu	Ober-Mossau	Erbach	Hessen	j	NA	NA	NA	NA	not detected	Ober Mossau		494610.390044615	5502421.58854814	detected		494610.39	5502421589	
1102	151	10	13	du	Groß-Umstadt	Dieburg	Hessen	NA	j	j	j	NA	not detected	Groß-Umstadt	Darmstadt-Dieburg	99999	99999	not detected	NANA	494707.14	5524196.57	f
947	139	22	18	bd	Niederissigheim	Hanau	Hessen-Nassau	j	j	j	j	NA	detected			494789.484265271	5560303.49167122	detected		494789.4843	5560303492	
972	139	28	18	du	Klein-Auheim	Offenbach	Hessen	j	j	j	j	NA	not detected	Klein Auheim		494793.304600715	5549585.01414798	detected		494793.3046	5549585014	
500	125	34	13	d	Röthges	Gießen	Hessen	j	j	j	j	NA	detected			494826.633536833	5598164.22541422	detected		494826.6335	5598164225	
1216	151	28	8	b	Unter-Mossau	Erbach	Hessen	j	j	j	j	NA	not detected	Unter Mossau		494904.534429824	5500642.45261015	detected		494904.5344	5500642453	
1070	151	4	13	du	Sickenhofen	Dieburg	Hessen	j	NA	NA	NA	NA	detected			494920.668828452	5533029.42703071	detected		494920.6688	5533029427	
1000	139	34	8	dr	Froschhausen	Offenbach	Hessen	j	j	j	j	NA	detected			495332.610659709	5544714.56363827	detected		495332.6107	5544714564	
1144	151	16	18	br	Hummetroth	Erbach	Hessen	j	j	j	j	NA	detected			495521.999488234	5514172.41922353	detected		495521.9995	5514172419	
1287	111	16	24	cl	Meineringhausen	des Eisenbergs	Hessen-Nassau		j	j	j	NA	not detected	Meineringhausen	Korbach	99999	99999	not detected	NANA	495577.04	5678376.66	f
453	125	28	13	d	Beltershain	Gießen	Hessen	j	j	NA	NA	NA	detected			495670.564902165	5607481.66587559	detected		495670.5649	5607481666	
92	111	34	18	br	Halgehausen	Frankenberg	Hessen-Nassau	j	j	j	j	NA	not detected	Halgehausen	Haina	99999	99999	not detected	NANA	495781.3	5653084.47	f
997	139	34	4	al	Hainstadt	Offenbach	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	495836.1356	5547827355	found
1139	151	16	4	co	Wiebelsbach	Dieburg	Hessen	j	NA	NA	NA	NA	detected			495871.218388	5518941.7973863	detected		495871.2184	5518941797	
1099	151	10	9	c	Klein-Umstadt	Dieburg	Hessen	j	j	j	j	NA	not detected	Klein Umstadt		496013.508358546	5526535.41202237	detected		496013.5084	5526535412	
54	111	22	14	al	Vöhl	Frankenberg	Hessen-Nassau	j	j	NA	NA	NA	detected			496087.953848403	5672768.12462692	detected		496087.9538	5672768125	
13	111	4	18	dr	Kohlgrund	der Twiste	Hessen-Nassau	j	j	j	j	NA	detected			496107.385272166	5698235.19149249	detected		496107.3853	5698235191	
1145	151	16	19	cu	Ober-Kinzig	Erbach	Hessen	j	j	j	j	Eigentlich Ober-Kinzig, auf dem Zettel aber als Oberkinzig vermerkt	not detected	Oberkinzig		496139.905443416	5512437.53078225	detected		496139.9054	5512437531	
451	125	28	9	cu	Lumda	Gießen	Hessen	j	j	j	j	NA	detected			496188.213547082	5609171.45349357	detected		496188.2135	5609171453	
12	111	4	14	cl	Neudorf	der Twiste	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		496233.9365	5700170191	found
330	125	4	19	cl	Wohra	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			496254.785480938	5642664.75711648	detected		496254.7855	5642664757	
410	125	22	14	ao	Deckenbach	Alsfeld	Hessen	j	j	j	j	NA	detected			496293.613156151	5618189.50288396	detected		496293.6132	5618189503	
819	139	4	9	c	Langd	Gießen	Hessen	j	j	j	j	NA	not detected	Landgd	Hungen	99999	99999	not detected	NANA	496373.89	5591002.63	f
1186	151	22	19	cu	Steinbuch	Erbach	Hessen	j	j	j	j	NA	detected			496450.813505828	5503331.7345515	detected		496450.8135	5503331735	
973	139	28	19	cl	Großauheim	Offenbach	Hessen	j	j	j	j	NA	not detected	Großauheim	Hanau	99999	99999	not detected	NANA	496506.73	5550202.41	f
1184	151	22	14	au	Rehbach	Erbach	Hessen	j	NA	NA	NA	NA	detected			496510.300082107	5506088.92840778	detected		496510.3001	5506088928	
32	111	10	9	c	Massenhausen	der Twiste	Hessen-Nassau	j	NA	NA	NA	NA	detected			496541.933778409	5693263.71441801	detected		496541.9338	5693263714	
1182	151	22	9	c	Langen-Brombach	Erbach	Hessen	j	NA	NA	NA	NA	not detected	Langen-Brombach	Brombachtal	99999	99999	not detected	NANA	496602.98	5507846.01	f
354	125	10	14	c	Burgholz	Marburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			496608.615179482	5635725.50966082	detected		496608.6152	5635725.51	
1097	151	10	4	cu	Kleestadt	Dieburg	Hessen	j	j	j	j	NA	detected			496631.993733775	5527746.87989637	detected		496631.9937	5527746.88	
900	139	16	9	cr	Rodenbach	Büdingen	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		496681.2188	5572110289	found
501	125	34	14	ao	Wetterfeld	Schotten	Hessen	j	j	j	j	NA	detected			496960.526196252	5599485.78004456	detected		496960.5262	5599485.78	
862	139	10	19	ab	Dauernheim	Büdingen	Hessen	j	j	j	j	NA	detected			497048.301458215	5579048.38991043	detected		497048.3015	5579048.39	
504	125	34	24	bo	Ruppertsburg	Schotten	Hessen	j	j	j	j	NA	detected			497064.977943796	5596216.59222996	detected		497064.9779	5596216592	
377	125	16	4	ao	Langenstein	Marburg	Hessen-Nassau	j	j	NA	NA	NA	detected			497084.55654361	5631243.82085934	detected		497084.5565	5631243821	
1103	151	10	14	do	Raibach	Dieburg	Hessen	j	j	j	j	NA	detected			497183.169833305	5524344.38106028	detected		497183.1698	5524344381	
1105	151	10	24	bu	Heubach	Dieburg	Hessen	j	j	j	NA	NA	multiple entires detected			999	999	multiple entires detected		497310.8054	5520919916	found
449	125	28	4	ao	Weitershain	Gießen	Hessen	j	j	j	j	NA	detected			497441.69979087	5612751.23841768	detected		497441.6998	5612751238	
454	125	28	14	d	Stangenrod	Gießen	Hessen	j	j	j	j	NA	detected			497594.651112804	5607246.91770698	detected		497594.6511	5607246918	
496	125	34	4	d	Lauter	Gießen	Hessen	j	j	NA	j	NA	detected			497606.402863152	5601987.3413296	detected		497606.4029	5601987341	
35	111	10	24	d	Twiste	der Twiste	Hessen-Nassau	j	NA	NA	NA	NA	detected			497624.581465969	5687279.9571166	detected		497624.5815	5687279957	
1286	111	16	9	d	Ober Waroldern	der Twiste	Hessen-Nassau	j	NA	NA	NA	NA	not detected	Ober-Waroldern	Twistetal	99999	99999	not detected	NANA	497783.35	5683609.41	f
855	139	10	4	d	Geiß-Nidda	Büdingen	Hessen	j	j	j	j	NA	not detected	Geiß-Nidda	Nidda	99999	99999	not detected	NANA	497790.35	5583661.15	f
907	139	16	24	br	Rommelhausen	Büdingen	Hessen	j	j	j	j	NA	detected			497818.891945298	5567673.21778175	detected		497818.8919	5567673218	
328	125	4	9	d	Gemünden	Frankenberg	Hessen-Nassau	j	NA	NA	NA	NA	detected			999	999	not an unique name	prev. not unique	497858.5394	5646711633	found
381	125	16	24	d	Nieder-Ofleiden	Alsfeld	Hessen	j	j	j	j	NA	not detected	Nieder Ofleiden		497904.975516391	5622503.11857361	detected		497904.9755	5622503119	
411	125	22	19	b	Schadenbach	Alsfeld	Hessen	j	j	j	NA	NA	not detected	Schadenbach	Homberg	99999	99999	not detected	NANA	497952.33	5616033.75	f
1096	151	10	4	br	Schlierbach	Dieburg	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	497996.8454	5528858026	found
1254	151	34	4	du	Beerfelden	Erbach	Hessen	j	j	j	j	NA	detected			498098.336240003	5490645.56940403	detected		498098.3362	5490645569	
1002	139	34	14	bd	Seligenstadt	Offenbach	Hessen	j	j	j	j	NA	detected			498138.376543691	5543578.75906775	detected		498138.3765	5543578759	
824	139	4	24	br	Borsdorf	Büdingen	Hessen	j	j	j	j	NA	detected			498217.289135389	5586553.34230387	detected		498217.2891	5586553342	
999	139	34	5	al	Großkrotzenburg	Hanau	Hessen-Nassau	j	j	j	j	NA	not detected	Großkrotzenburg	Main-Kinzig	99999	99999	not detected	NANA	498852.68	5547727.6	f
946	139	22	10	c	Marköbel	Hanau	Hessen-Nassau	j	j	j	j	NA	detected			498908.548933937	5563303.14545687	detected		498908.5489	5563303145	
863	139	10	20	co	Ranstadt	Büdingen	Hessen	j	j	j	j	NA	detected			499018.370258662	5578502.81926608	detected		499018.3703	5578502819	
502	125	34	15	ac	Laubach	Schotten	Hessen	NA	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		499128.4521	5598940118	found
455	125	28	20	a	Lehnheim	Alsfeld	Hessen	j	NA	NA	NA	NA	detected			499129.715270344	5606557.0207304	detected		499129.7153	5606557021	
352	125	10	10	ac	Wolferode	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			499163.064470622	5637937.38114179	detected		499163.0645	5637937381	
34	111	10	20	ao	Mengeringhausen	der Twiste	Hessen-Nassau	j	j	j	j	NA	not detected	Mengeringhausen	Bad Arolsen	99999	99999	not detected	NANA	499254.55	5690553.4	f
1004	139	34	25	ar	Zellhausen	Offenbach	Hessen	j	j	j	j	NA	detected			499491.353770311	5540632.05231629	detected		499491.3538	5540632052	
329	125	4	15	c	Schiffelbach	Marburg	Hessen-Nassau	j	j	NA	NA	NA	detected			499515.309578472	5644264.74584483	detected		499515.3096	5644264746	
1146	151	16	25	bu	Etzen-Gesäß	Erbach	Hessen	j	NA	NA	NA	NA	not detected	Etzen-Gesäß	Bad König	99999	99999	not detected	NANA	499564.83	5511962.49	f
905	139	16	20	dl	Hainchen	Büdingen	Hessen	j	j	j	j	NA	detected			499686.433088222	5568629.01044644	detected		499686.4331	5568629.01	
917	139	17	21	al	Himbach	Büdingen	Hessen	j	j	j	j	NA	not detected	Himbach	Limeshain	99999	99999	not detected	NANA	499787.77	5567586.99	f
55	111	22	25	cr	Bringhausen	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			499832.213105589	5668852.1372811	detected		499832.2131	5668852137	
950	139	23	1	cl	Langen-Bergheim	Büdingen	Hessen	j	j	j	j	NA	not detected	Langenbergheim		499857.364543195	5564715.13525225	detected		499857.3645	5564715135	
378	125	16	15	a	Niederklein	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			499985.90408849	5626939.55625758	detected		499985.9041	5626939556	
416	125	23	16	al	Büßfeld	Alsfeld	Hessen	j	NA	NA	NA	NA	not detected	Büßfeld	Homberg	99999	99999	not detected	NANA	500062.69	5615957.6	f
1189	151	23	1	co	Bad König	Erbach	Hessen	j	j	j	j	NA	not detected	König		500288.185253937	5510212.56336264	detected		500288.1853	5510212563	
56	111	23	1	a	Sachsenhausen	der Eder	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	500390.8801	5677025919	found
1077	151	5	21	c	Schaafheim	Dieburg	Hessen	j	NA	NA	NA	NA	detected			500545.557252745	5529891.68256272	detected		500545.5573	5529891683	
827	139	5	11	a	Ulfa	Schotten	Hessen	j	j	j	j	NA	detected			500546.517549242	5590122.37048591	detected		500546.5175	5590122.37	
1005	139	35	11	a	Großwelzheim	BA. Alzenau	RegBez. Unterfranken (Bayern)	NA	NA	NA	j	NA	not detected	Großwelzheim	Karlstein am Main	99999	99999	not detected	NANA	500583.02	5544065.85	f
1290	111	17	6	au	Nieder Waroldern	der Twiste	Hessen-Nassau	NA	j	j	j	NA	not detected	Nieder-Waroldern	Twistetal	99999	99999	not detected	NANA	500631.77	5683992.47	f
1258	151	35	21	a	Hebstahl	Erbach	Hessen	j	j	j	NA	NA	detected			500767.306071186	5484563.97934713	detected		500767.3061	5484563979	
865	139	11	1	a	Nidda	Büdingen	Hessen	j	j	j	j	NA	detected			500831.40474995	5583884.48348353	detected		500831.4047	5583884483	
1190	151	23	6	au	Momart	Erbach	Hessen	j	j	NA	j	NA	detected			500951.363149464	5508211.40882434	detected		500951.3631	5508211409	
1222	151	29	1	au	Dorf-Erbach	Erbach	Hessen	j	j	j	j	NA	detected			500995.960819869	5500840.27164786	detected		500995.9608	5500840272	
76	111	29	11	ar	Gellershausen	der Eder	Hessen-Nassau	j	j	NA	NA	NA	detected			501007.642092602	5664148.19199207	detected		501007.6421	5664148192	
868	139	11	6	ad	Wallernhausen	Büdingen	Hessen	j	j	j	j	NA	detected			501158.613311644	5582372.33012759	detected		501158.6133	5582372.33	
1147	151	17	1	cu	Sandbach	Erbach	Hessen	j	j	j	j	NA	detected			501287.658371939	5518473.41018796	detected		501287.6584	5518473.41	
79	111	29	21	ab	Hüddingen	der Eder	Hessen-Nassau	j	j	j	NA	NA	detected			501365.493396611	5660456.23754496	detected		501365.4934	5660456238	
912	139	17	11	bd	Düdelsheim	Büdingen	Hessen	j	j	j	j	NA	detected			501403.257051175	5571153.19942208	detected		501403.2571	5571153199	
828	139	5	16	d	Unter-Schmitten	Büdingen	Hessen	j	j	j	j	NA	not detected	Unter Schmitten		501448.72557367	5587175.92046861	detected		501448.7256	5587175.92	
918	139	17	21	d	Eckartshausen	Büdingen	Hessen	j	j	j	NA	NA	detected			501618.231711868	5566950.28439168	detected		501618.2317	5566950284	
1111	151	11	21	bl	Wald-Amorbach	Erbach	Hessen	j	j	j	j	NA	not detected	Wald-Amorbach	Breuberg	99999	99999	not detected	NANA	501716.33	5521734.18	f
386	125	17	21	b	Dannenrod	Alsfeld	Hessen	j	NA	NA	NA	NA	detected			501819.703096537	5623125.73047014	detected		501819.7031	5623125.73	
1006	139	35	16	bo	Mainflingen	Offenbach	Hessen	j	NA	NA	NA	NA	detected			501862.11072157	5542177.82420915	detected		501862.1107	5542177824	
464	125	29	16	bu	Flensungen	Alsfeld	Hessen	j	j	j	j	NA	detected			501867.928190224	5606557.28112463	detected		501867.9282	5606557281	
976	139	29	6	b	Niederrodenbach	Hanau	Hessen-Nassau	j	j	j	j	NA	detected			501907.91266744	5554297.14142014	detected		501907.9127	5554297141	
462	125	29	11	bu	Merlau	Alsfeld	Hessen	j	j	j	j	NA	detected			501916.883398982	5608125.16897853	detected		501916.8834	5608125169	
461	125	29	6	bo	Nieder-Ohmen	Alsfeld	Hessen	j	j	j	j	NA	not detected	Nieder Ohmen		502248.291630111	5610549.39122685	detected		502248.2916	5610549391	
872	139	11	22	cl	Selters	Büdingen	Hessen	j	NA	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	502326.9298	5576468439	found
829	139	5	17	au	Ober-Schmitten	Schotten	Hessen	j	j	NA	j	NA	not detected	Ober Schmitten		502328.891591169	5588154.73451281	detected		502328.8916	5588154735	
1153	151	17	21	bu	Fürstengrund	Erbach	Hessen	j	NA	NA	NA	NA	detected			502369.646395233	5511758.47392911	detected		502369.6464	5511758474	
955	139	23	22	al	Langenselbold	Hanau	Hessen-Nassau	j	j	j	j	NA	detected			502592.070164186	5558066.6908369	detected		502592.0702	5558066691	
1148	151	17	2	cu	Neustadt	Erbach	Hessen	j	j	j	NA	NA	not detected	Neustadt	Breuberg	99999	99999	not detected	NANA	502811.2	5518056.53	f
1151	151	17	12	cu	Rimhorn	Erbach	Hessen	j	j	j	j	NA	detected			502929.843150414	5514716.14174038	detected		502929.8432	5514716142	
1112	151	11	22	cu	Hainstadt	Erbach	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	503020.4183	5520086.23	found
413	125	23	2	a	Appenrod	Alsfeld	Hessen	j	NA	NA	NA	NA	detected			503132.509621201	5621580.686285	detected		503132.5096	5621580686	
467	125	29	22	cu	Lardenbach	Schotten	Hessen	j	j	j	j	NA	detected			503369.822703021	5603611.33421878	detected		503369.8227	5603611334	
1191	151	23	12	c	Weiten-Gesäß	Erbach	Hessen	j	j	j	j	NA	not detected	Weiten-Gesäß	Michelstadt	99999	99999	not detected	NANA	503381.66	5505777.35	f
1106	151	11	7	au	Wenigumstadt	Dieburg	Hessen	NA	NA	NA	j	NA	detected			503454.566800397	5527146.54835937	detected		503454.5668	5527146548	
20	111	5	17	a	Ammenhausen	der Twiste	Hessen-Nassau	j	j	j	j	NA	detected			503481.724360357	5699369.25886381	detected		503481.7244	5699369259	
953	139	23	7	ao	Altwiedermus	Büdingen	Hessen	j	j	j	NA	NA	detected			503737.009791845	5564772.0414337	detected		503737.0098	5564772041	
1149	151	17	2	du	Rai-Breitenbach	Erbach	Hessen	j	j	NA	NA	NA	detected			503762.589972311	5518007.60807537	detected		503762.59	5518007608	
77	111	29	12	cd	Albertshausen	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			503842.821573927	5662559.27919673	detected		503842.8216	5662559279	
21	111	5	22	ab	Herbsen	der Twiste	Hessen-Nassau	j	j	j	j	NA	detected			503865.316619124	5697567.89815438	detected		503865.3166	5697567898	
1223	151	29	2	bl	Ernsbach	Erbach	Hessen	j	NA	NA	NA	NA	detected			503875.300650646	5501241.80551204	detected		503875.3007	5501241806	
1288	111	17	2	bd	Volkhardinghausen	der Twiste	Hessen-Nassau	j	j	j	j	NA	not detected	Volkhardinghausen	Bad Arolsen	99999	99999	not detected	NANA	503898.95	5685976.29	f
384	125	17	17	bu	Lehrbach	Alsfeld	Hessen	j	j	j	j	NA	detected			503962.438347319	5624983.94757173	detected		503962.4383	5624983948	
869	139	11	17	dl	Ortenberg	Büdingen	Hessen	j	j	j	j	NA	detected			503983.692718894	5578148.41468555	detected		503983.6927	5578148415	
1227	151	29	17	au	Bullau	Erbach	Hessen	j	j	j	NA	NA	multiple entires detected			999	999	multiple entires detected		504052.6292	5495705288	found
417	125	23	17	b	Nieder-Gemünden	Alsfeld	Hessen	j	j	j	j	NA	not detected	Nieder Gemünden		504061.224196387	5615810.12559266	detected		504061.2242	5615810126	
357	125	11	12	cd	Speckswinkel	Marburg	Hessen-Nassau	j	j	NA	NA	NA	detected			504144.465753421	5635448.05222674	detected		504144.4658	5635448052	
58	111	23	12	bu	Waldeck	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			504296.19981427	5672846.27709193	detected		504296.1998	5672846277	
1291	111	17	17	b	Freienhagen	der Eder	Hessen-Nassau	j	j	j	j	NA	not detected	Freienhagen	Waldeck	99999	99999	not detected	NANA	504427.43	5680734.97	f
94	111	35	7	dl	Armsfeld	der Eder	Hessen-Nassau	j	j	j	NA	NA	detected			504464.805152905	5655609.44068085	detected		504464.8052	5655609441	
463	125	29	12	bo	Wettsaasen	Alsfeld	Hessen	j	NA	NA	NA	NA	detected			504476.854565003	5608816.14960534	detected		504476.8546	5608816.15	
866	139	11	2	d	Fauerbach	Büdingen	Hessen	j	j	j	NA	NA	multiple entires detected			999	999	multiple entires detected		504512.5432	5583630602	found
910	139	17	7	bo	Aulendiebach	Büdingen	Hessen	j	j	j	j	NA	not detected	Aulen-Diebach		504556.826300341	5573456.61365233	detected		504556.8263	5573456614	
1007	139	35	22	du	Kleinostheim	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	NA	NA	j	j	NA	detected			504572.169557068	5538855.02202879	detected		504572.1696	5538855022	
1075	151	5	7	b	Stockstadt am Main	BA. Aschaffenburg	RegBez. Unterfranken (Bayern)	NA	NA	NA	j	NA	not detected	Stockstadt		504595.802925033	5536364.51022929	detected		504595.8029	5536364.51	
36	111	11	3	cl	Külte	der Twiste	Hessen-Nassau	j	j	NA	NA	NA	detected			505091.924213473	5694510.6516549	detected		505091.9242	5694510652	
913	139	17	12	br	Büches	Büdingen	Hessen	j	j	j	NA	NA	detected			505142.588643845	5571477.9583117	detected		505142.5886	5571477958	
825	139	5	8	c	Rainrod	Schotten	Hessen	NA	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		505223.1728	5590814.33	found
979	139	29	22	du	Alzenau	BA. Alzenau	RegBez. Unterfranken (Bayern)	j	j	j	NA	NA	detected			505265.248444918	5548228.5969274	detected		505265.2484	5548228597	
1152	151	17	13	c	Lützel-Wiebelsbach	Erbach	Hessen	j	j	j	j	NA	detected			505542.615411519	5515040.61457072	detected		505542.6154	5515040615	
59	111	23	23	cu	Affoldern	der Eder	Hessen-Nassau	j	j	j	NA	NA	detected			505635.147477015	5668577.20458499	detected		505635.1475	5668577205	
459	125	29	3	ao	Elpenrod	Alsfeld	Hessen	j	j	j	j	NA	detected			505787.891175238	5612831.65112387	detected		505787.8912	5612831651	
41	111	11	23	a	Landau	der Twiste	Hessen-Nassau	j	j	j	j	NA	detected			505941.214455221	5687983.4834729	detected		505941.2145	5687983483	
1110	151	11	18	ac	Mömlingen	BA. Obernburg	RegBez. Unterfranken (Bayern)	NA	NA	NA	j	NA	detected			506102.487221655	5522801.67129956	detected		506102.4872	5522801671	
911	139	17	8	ad	Wolf	Büdingen	Hessen	j	j	j	j	NA	detected			506244.852091394	5572969.0943918	detected		506244.8521	5572969094	
873	139	11	23	ab	Bergheim	Büdingen	Hessen	j	NA	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	506268.4131	5577127666	found
975	139	29	3	bl	Neuenhaßlau	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	not detected	Neuenhaßlau	Hasselroth	99999	99999	not detected	NANA	506288.32	5556625.65	f
331	125	5	3	ad	Densberg	Fritzlar-Homberg	Hessen-Nassau	j	j	j	NA	NA	detected			506547.836142333	5649028.36414701	detected		506547.8361	5649028364	
57	111	23	8	ad	Netze	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			506661.880406592	5674750.45887024	detected		506661.8804	5674750459	
916	139	17	18	dl	Lorbach	Büdingen	Hessen	j	j	NA	NA	NA	detected			506684.46590364	5568799.99397965	detected		506684.4659	5568799994	
95	111	35	8	cr	Bergfreiheit	der Eder	Hessen-Nassau	j	j	NA	NA	NA	detected			506855.42905444	5655222.8439569	detected		506855.4291	5655222844	
335	125	5	18	du	Sachsenhausen	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	506921.7582	5642301056	found
14	111	5	3	du	Germete	Warburg	Westfalen	j	j	NA	NA	NA	detected			506992.187062605	5703743.53398536	detected		506992.1871	5703743534	
1192	151	23	13	b	Vielbrunn	Erbach	Hessen	j	j	j	j	NA	detected			507079.498116418	5506737.27013939	detected		507079.4981	5506737.27	
356	125	11	8	bo	Mengsberg	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			507088.136164113	5638820.6467289	detected		507088.1362	5638820647	
334	125	5	13	b	Sebbeterode	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			507114.243812254	5645414.99801993	detected		507114.2438	5645414998	
74	111	29	3	bo	Mehlen	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			507348.747438513	5668101.17719192	detected		507348.7474	5668101177	
919	139	17	23	bd	Vonhausen	Büdingen	Hessen	j	j	j	j	NA	detected			507370.688818465	5567288.72043767	detected		507370.6888	5567288.72	
1154	151	17	23	bu	Haingrund	Erbach	Hessen	j	j	j	j	NA	detected			507374.387183317	5512530.12715618	detected		507374.3872	5512530127	
385	125	17	18	du	Kirtorf	Alsfeld	Hessen	j	j	j	j	NA	detected			507418.592925919	5624031.4025522	detected		507418.5929	5624031403	
80	111	29	23	dr	Odershausen	der Eder	Hessen-Nassau	j	j	j	j	NA	detected			507550.110590737	5659516.33632701	detected		507550.1106	5659516336	
1289	111	17	3	du	Bühle	der Twiste	Hessen-Nassau	NA	j	NA	NA	NA	not detected	Bühle	Bad Arolsen	99999	99999	not detected	NANA	507606.3	5685225.28	f
19	111	5	14	cl	Welda	Warburg	Westfalen	j	j	j	j	NA	detected			507747.477541944	5700208.05698829	detected		507747.4775	5700208057	
37	111	11	14	cl	Lütersheim	der Twiste	Hessen-Nassau	NA	j	j	j	NA	detected			507921.44877622	5691088.95126182	detected		507921.4488	5691088951	
